budget;genres;keywords;original_language;original_title;popularity;production_companies;release_date;revenue;status;vote_average;vote_count
70000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]";[];en;Legends of Oz: Dorothy's Return;6.682006;"[{""name"": ""Prana Animation Studios"", ""id"": 22135}, {""name"": ""Summertime Entertainment"", ""id"": 48471}]";13/06/2013;18662027;Released;5.9;43
70000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";"[{""id"": 949, ""name"": ""terrorist""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3635, ""name"": ""national security agency (nsa)""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 6847, ""name"": ""malaysia""}, {""id"": 7321, ""name"": ""nuclear power plant""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 15076, ""name"": ""cat and mouse""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 161520, ""name"": ""terrorist plot""}, {""id"": 183817, ""name"": ""stock exchange""}, {""id"": 209853, ""name"": ""cybercrime""}, {""id"": 218122, ""name"": ""cyber terrorism""}, {""id"": 218124, ""name"": ""chinese military""}, {""id"": 218130, ""name"": ""cyber terrorist""}, {""id"": 218132, ""name"": ""cyber thriller""}]";en;Blackhat;46.832372;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Legendary Pictures"", ""id"": 923}]";13/01/2015;17752940;Released;5.1;826
70000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]";"[{""id"": 212, ""name"": ""london england""}, {""id"": 486, ""name"": ""himalaya""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 4850, ""name"": ""computer war""}, {""id"": 14544, ""name"": ""robot""}]";en;Sky Captain and the World of Tomorrow;24.664776;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Riff Raff Film Productions"", ""id"": 1668}, {""name"": ""Filmauro"", ""id"": 4753}, {""name"": ""Blue Flower Productions"", ""id"": 10671}, {""name"": ""Brooklyn Films II"", ""id"": 10672}]";17/09/2004;57958696;Released;5.7;439
70000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 33649, ""name"": ""legs""}, {""id"": 161693, ""name"": ""soho london""}, {""id"": 161694, ""name"": ""playing god""}, {""id"": 161705, ""name"": ""jacuzzi""}]";en;Basic Instinct 2;13.483387;"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}]";29/03/2006;38629478;Released;4.6;180
50000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 378, ""name"": ""prison""}, {""id"": 789, ""name"": ""muslim""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 214596, ""name"": ""cia agent""}]";en;Escape Plan;44.478043;"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Mark Canton Productions"", ""id"": 11761}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Boies / Schiller Film Group"", ""id"": 36212}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}]";09/10/2013;122915111;Released;6.7;1659
70000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]";"[{""id"": 2035, ""name"": ""mythology""}, {""id"": 8985, ""name"": ""zeus""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 180548, ""name"": ""demigod""}, {""id"": 221954, ""name"": ""city of argos""}, {""id"": 221955, ""name"": ""mistaken parentage""}]";en;The Legend of Hercules;25.020428;"[{""name"": ""Millennium Films"", ""id"": 10254}]";10/01/2014;61279452;Released;4.4;533
68000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 591, ""name"": ""cia""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 9830, ""name"": ""nuclear explosion""}, {""id"": 155723, ""name"": ""jack ryan""}]";en;The Sum of All Fears;22.392544;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""S.O.A.F. Productions"", ""id"": 21410}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]";31/05/2002;193000000;Released;5.9;437
68000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3687, ""name"": ""graduation""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 231407, ""name"": ""fang vamp""}]";en;The Twilight Saga: Eclipse;107.069763;"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]";23/06/2010;698491347;Released;5.8;2301
68000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 3356, ""name"": ""quebec""}, {""id"": 155331, ""name"": ""jewel""}, {""id"": 159408, ""name"": ""scepter""}, {""id"": 159410, ""name"": ""customs house""}, {""id"": 159413, ""name"": ""jewelry heist""}, {""id"": 159419, ""name"": ""blueprint""}, {""id"": 159422, ""name"": ""assumed identity""}, {""id"": 159425, ""name"": ""schematic""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 159434, ""name"": ""one last job""}]";en;The Score;22.572323;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}]";13/07/2001;71069884;Released;6.7;423
69000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";"[{""id"": 4130, ""name"": ""adoptive father""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 10551, ""name"": ""ballet""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 156928, ""name"": ""tomboy""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160097, ""name"": ""intelligent""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 179095, ""name"": ""evil doctor""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 194404, ""name"": ""supervillain""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 219832, ""name"": ""despicable""}, {""id"": 235459, ""name"": ""cattivissimo""}]";en;Despicable Me;113.858273;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]";08/07/2010;543513985;Released;7.1;6478
60000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]";"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 155735, ""name"": ""new york subway""}, {""id"": 156120, ""name"": ""train robbery""}]";en;Money Train;10.004564;"[{""name"": ""Columbia Pictures"", ""id"": 5}]";21/11/1995;35431113;Released;5.4;222
68000000;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15214, ""name"": ""buddy""}, {""id"": 18074, ""name"": ""courthouse""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 193682, ""name"": ""married""}]";en;Ted 2;68.734513;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]";25/06/2015;217022588;Released;6.2;2463
70000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";"[{""id"": 186, ""name"": ""christianity""}, {""id"": 490, ""name"": ""philosophy""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9682, ""name"": ""history""}, {""id"": 9725, ""name"": ""sword fight""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 155651, ""name"": ""fall in love""}, {""id"": 161164, ""name"": ""hypatia""}, {""id"": 161166, ""name"": ""misogyny""}, {""id"": 161167, ""name"": ""persecution""}, {""id"": 161168, ""name"": ""library of alexandria""}, {""id"": 165259, ""name"": ""political unrest""}, {""id"": 179367, ""name"": ""impossible love""}, {""id"": 190532, ""name"": ""false history""}, {""id"": 193554, ""name"": ""power relations""}, {""id"": 206709, ""name"": ""unfulfillment""}, {""id"": 206713, ""name"": ""master and servant""}, {""id"": 206715, ""name"": ""love and romance""}, {""id"": 206716, ""name"": ""unfulfilled love""}]";en;Agora;18.888806;"[{""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Government of Malta"", ""id"": 19927}]";17/05/2009;39041505;Released;6.9;395
68000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]";"[{""id"": 420, ""name"": ""bowling""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 3465, ""name"": ""sphinx""}, {""id"": 4613, ""name"": ""training""}, {""id"": 4924, ""name"": ""insane asylum""}, {""id"": 6100, ""name"": ""tools""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 8642, ""name"": ""casanova""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 15084, ""name"": ""skull""}, {""id"": 41376, ""name"": ""shovel""}, {""id"": 155490, ""name"": ""disco""}, {""id"": 157677, ""name"": ""superhero spoof""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 178857, ""name"": ""dark horse comics""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 192389, ""name"": ""rajah""}, {""id"": 200646, ""name"": ""bowling ball""}, {""id"": 211711, ""name"": ""spleen""}, {""id"": 211712, ""name"": ""evil genius""}]";en;Mystery Men;12.948627;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Golar Productions"", ""id"": 2484}]";06/08/1999;29762011;Released;5.7;250
36000000;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 5779, ""name"": ""daydream""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9713, ""name"": ""friends""}]";en;Hall Pass;27.11589;"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]";25/02/2011;83160734;Released;5.4;611
90000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 470, ""name"": ""spy""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 3664, ""name"": ""research""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 6357, ""name"": ""tobacco""}, {""id"": 8231, ""name"": ""insider""}, {""id"": 11208, ""name"": ""conspiracy theory""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 209799, ""name"": ""whistleblower""}, {""id"": 211141, ""name"": ""columbia broadcasting system (cbs)""}, {""id"": 219681, ""name"": ""tobacco industry""}]";en;The Insider;26.153669;"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Kaitz Productions"", ""id"": 8758}, {""name"": ""Mann/Roth Productions"", ""id"": 8759}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]";28/10/1999;60289912;Released;7.3;481
80000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 3547, ""name"": ""coast guard""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 180100, ""name"": ""sinking ship""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 209714, ""name"": ""3d""}]";en;The Finest Hours;28.223664;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]";25/01/2016;52099090;Released;6.3;588
70000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 321, ""name"": ""terror""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6292, ""name"": ""jordan""}, {""id"": 9145, ""name"": ""dubai""}, {""id"": 9846, ""name"": ""intelligence agency""}, {""id"": 9849, ""name"": ""beating""}]";en;Body of Lies;37.507136;"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]";10/10/2008;113280098;Released;6.5;895
69000000;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 2415, ""name"": ""idiot""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 9719, ""name"": ""taxidermy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]";en;Dinner for Schmucks;11.023691;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]";30/07/2010;86387857;Released;5.5;531
69000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]";"[{""id"": 840, ""name"": ""usa president""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 163671, ""name"": ""steam locomotive""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 209409, ""name"": ""abraham lincoln""}, {""id"": 209714, ""name"": ""3d""}]";en;Abraham Lincoln: Vampire Hunter;38.634767;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Abraham Productions"", ""id"": 36430}, {""name"": ""Location Gourmet"", ""id"": 36431}]";20/06/2012;112265139;Released;5.5;1269
66000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";"[{""id"": 212, ""name"": ""london england""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 1448, ""name"": ""distrust""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 156031, ""name"": ""art theft""}, {""id"": 159468, ""name"": ""millennium""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 169356, ""name"": ""gala""}, {""id"": 227432, ""name"": ""kuala lumpur malaysia""}]";en;Entrapment;25.877794;"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]";29/04/1999;212404396;Released;6;602
66000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 258, ""name"": ""bomb""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 4249, ""name"": ""x-files""}, {""id"": 6086, ""name"": ""government""}]";en;The X Files;18.59991;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}]";19/06/1998;189198313;Released;6.6;488
67000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 8659, ""name"": ""western roman empire""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 194576, ""name"": ""julius caesar""}]";en;The Last Legion;12.282911;"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}]";19/04/2007;25303038;Released;5;207
70000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 1327, ""name"": ""war crimes""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2770, ""name"": ""war ship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4299, ""name"": ""normandy""}, {""id"": 4300, ""name"": ""parachute""}, {""id"": 4302, ""name"": ""troops""}, {""id"": 4303, ""name"": ""waffen ss""}, {""id"": 4304, ""name"": ""omaha beach""}, {""id"": 6092, ""name"": ""army""}, {""id"": 7956, ""name"": ""cowardice""}, {""id"": 11108, ""name"": ""american flag""}, {""id"": 11111, ""name"": ""war memorial""}, {""id"": 11371, ""name"": ""deserted town""}, {""id"": 162365, ""name"": ""military""}, {""id"": 207883, ""name"": ""1940s""}]";en;Saving Private Ryan;76.041867;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]";24/07/1998;481840909;Released;7.9;5048
66000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 9666, ""name"": ""street race""}, {""id"": 10494, ""name"": ""super cars""}, {""id"": 11058, ""name"": ""super speed""}, {""id"": 33885, ""name"": ""car""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]";en;Need for Speed;54.81489;"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Bandito Brothers"", ""id"": 8403}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Electronic Arts"", ""id"": 34890}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]";13/03/2014;203277636;Released;6.1;1520
70000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 515, ""name"": ""women""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 168750, ""name"": ""advertising executive""}, {""id"": 187056, ""name"": ""woman director""}]";en;What Women Want;31.39165;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wind Dancer Productions"", ""id"": 8116}]";15/12/2000;374111707;Released;6.1;992
59000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]";"[{""id"": 311, ""name"": ""human evolution""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 990, ""name"": ""squirrel""}, {""id"": 1445, ""name"": ""ice""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2078, ""name"": ""mammoth""}, {""id"": 2079, ""name"": ""sloth""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 158017, ""name"": ""saber-toothed tiger""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 183414, ""name"": ""prehistoric times""}, {""id"": 192918, ""name"": ""prehistoric man""}]";en;Ice Age;99.561972;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]";10/03/2002;383257136;Released;7.1;3857
68000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 3684, ""name"": ""religion and supernatural""}]";en;Dreamcatcher;26.792794;"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]";21/03/2003;75715436;Released;5.3;567
65000000;"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]";en;Lincoln;36.307296;"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]";09/11/2012;275293450;Released;6.7;1429
